"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"
"CHEMBL382577"	""	"0"	"595.19"	"1"	"4.09"	"26e"	"CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)c1ccc(CN=C(N)N)cc1)C(=O)N[C@@H]1CCCC[C@H]1c1cccc(Cl)c1"	"IC50"	"'='"	"3000.0"	"nM"	"5.52"	""	""	"UO_0000065"	"9.28"	"0.18"	"1.43"	"3.86"	"0"	"CHEMBL866584"	"Inhibition of CDK2/CyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1146059"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2006"	"None"	""
"CHEMBL383664"	""	"0"	"930.13"	"3"	"-4.00"	"7"	"CC(C)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O"	"IC50"	"'='"	"22000.0"	"nM"	"4.66"	""	""	"UO_0000065"	"5.01"	"0.10"	"8.66"	"1.14"	"0"	"CHEMBL866584"	"Inhibition of CDK2/CyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1146059"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2006"	"None"	""
"CHEMBL333136"	""	"0"	"304.37"	"0"	"2.18"	"30"	"O=C(Nc1csc(-c2ccccc2)n1)NN1CCOCC1"	"IC50"	"'='"	"6000.0"	"nM"	"5.22"	""	""	"UO_0000065"	"17.16"	"0.34"	"3.04"	"7.85"	"0"	"CHEMBL657263"	"Ability to inhibit cyclin-dependent kinase 2-cyclin A."	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1136288"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2003"	"None"	""
"CHEMBL3593777"	""	"0"	"379.40"	"0"	"1.96"	"31"	"N#Cc1ccc(N2CC[C@@H](Nc3c(C(N)=O)cnc4[nH]ccc34)[C@@H](F)C2)nc1"	"IC50"	"'='"	"590.0"	"nM"	"6.23"	""	""	"UO_0000065"	"16.42"	"0.30"	"4.27"	"5.03"	"0"	"CHEMBL3595088"	"Inhibition of CDK2/CycA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3593212"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2015"	"None"	""
"CHEMBL140808"	""	"0"	"418.55"	"0"	"3.79"	"70"	"CN1CCN(c2ccc(Nc3ncc4ccc(=O)n(C5CCCCC5)c4n3)cc2)CC1"	"IC50"	"'='"	"15.0"	"nM"	"7.82"	""	""	"UO_0000065"	"18.69"	"0.34"	"4.03"	"11.80"	"0"	"CHEMBL658026"	"Inhibition of Cyclin-dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1133535"	"1"	"Scientific Literature"	"J. Med. Chem."	"2000"	"None"	""
"CHEMBL14762"	"SELICICLIB"	"2"	"354.46"	"0"	"3.20"	"Roscovitine"	"CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"700.0"	"nM"	"6.16"	""	""	"UO_0000065"	"17.36"	"0.32"	"2.95"	"7.00"	"1"	"CHEMBL3056572"	"Inhibition of GST-fused CDK2/cyclin A (unknown origin) expressed in baculovirus infected Sf9 cells after 10 min in presence of [gamma-32PP]ATP"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Sf9"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3046684"	"1"	"Scientific Literature"	"Med Chem Res"	"2010"	"CHEMBL3308860"	""
"CHEMBL2296294"	""	"0"	"338.35"	"0"	"1.25"	"4"	"CCOc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(N)c1N=O"	"IC50"	"'='"	"93.0"	"nM"	"7.03"	""	""	"UO_0000065"	"20.78"	"0.42"	"5.78"	"4.32"	"0"	"CHEMBL3075793"	"Inhibition of CDK2/cyclinA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045022"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
"CHEMBL2296293"	""	"0"	"405.48"	"0"	"2.22"	"3"	"Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCC2CCCCC2)c1C=O"	"IC50"	"'='"	"49.0"	"nM"	"7.31"	""	""	"UO_0000065"	"18.03"	"0.36"	"5.09"	"4.86"	"0"	"CHEMBL3075793"	"Inhibition of CDK2/cyclinA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045022"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
"CHEMBL2296276"	""	"0"	"288.35"	"0"	"2.86"	"30"	"Nc1nc(N)c(-c2ccco2)c(OCC2CCCCC2)n1"	"IC50"	"'='"	"56300.0"	"nM"	"4.25"	""	""	"UO_0000065"	"14.74"	"0.28"	"1.39"	"4.24"	"0"	"CHEMBL3075793"	"Inhibition of CDK2/cyclinA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045022"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
"CHEMBL573013"	""	"0"	"455.61"	"1"	"5.37"	"3p"	"CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)cc3)nc(N[C@@H]3CCCC[C@H]3N)nc21"	"IC50"	"'='"	"2000.0"	"nM"	"5.70"	""	""	"UO_0000065"	"12.51"	"0.23"	"0.33"	"6.08"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL583142"	""	"0"	"455.61"	"0"	"4.86"	"3j"	"CC(C)n1cnc2c(NCc3ccc(-c4ccccc4)cc3)nc(N3CCC(CN)CC3)nc21"	"IC50"	"'='"	"4000.0"	"nM"	"5.40"	""	""	"UO_0000065"	"11.85"	"0.22"	"0.54"	"6.36"	"0"	"CHEMBL1063859"	"Inhibition of recombinant CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1154643"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2009"	"None"	""
"CHEMBL123489"	""	"0"	"354.41"	"0"	"4.11"	"45"	"COc1ccc(Oc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1"	"IC50"	"'='"	"42000.0"	"nM"	"4.38"	""	""	"UO_0000065"	"12.35"	"0.23"	"0.27"	"5.33"	"0"	"CHEMBL662530"	"Inhibition of Cyclin-dependent kinase 2-Cyclin A3 at 100 uM"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1138832"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL332540"	""	"0"	"417.50"	"0"	"2.40"	"46"	"NS(=O)(=O)c1ccc(NNc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1"	"IC50"	"'='"	"4300.0"	"nM"	"5.37"	""	""	"UO_0000065"	"12.85"	"0.25"	"2.97"	"3.63"	"0"	"CHEMBL662528"	"Inhibition of cyclin-dependent kinase 2-cyclin A3 (CDK2)"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1138832"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL122900"	""	"0"	"422.54"	"0"	"2.63"	"44"	"NS(=O)(=O)c1ccc(CNc2nc(OCC3CCCCC3)c3[nH]cnc3n2)s1"	"IC50"	"'='"	"5000.0"	"nM"	"5.30"	""	""	"UO_0000065"	"12.55"	"0.26"	"2.67"	"3.90"	"0"	"CHEMBL662528"	"Inhibition of cyclin-dependent kinase 2-cyclin A3 (CDK2)"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1138832"	"1"	"Scientific Literature"	"J. Med. Chem."	"2004"	"None"	""
"CHEMBL2296278"	""	"0"	"302.33"	"0"	"2.41"	"9"	"COc1ccc(Nc2nc(N)c(C=O)c(OC(C)C)n2)cc1"	"IC50"	"'='"	"1800.0"	"nM"	"5.75"	""	""	"UO_0000065"	"19.00"	"0.36"	"3.33"	"5.78"	"0"	"CHEMBL3075793"	"Inhibition of CDK2/cyclinA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045022"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
"CHEMBL2296277"	""	"0"	"370.41"	"0"	"3.27"	"8"	"Nc1nc(Nc2ccc(C(=O)O)cc2)nc(OCC2CCCCC2)c1C=O"	"IC50"	"'='"	"610.0"	"nM"	"6.21"	""	""	"UO_0000065"	"16.78"	"0.31"	"2.94"	"4.88"	"0"	"CHEMBL3075793"	"Inhibition of CDK2/cyclinA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045022"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
"CHEMBL191834"	""	"0"	"340.38"	"0"	"2.99"	"35(table 4)"	"C[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCOC2=O)cc1"	"IC50"	"'='"	"20.0"	"nM"	"7.70"	""	""	"UO_0000065"	"22.62"	"0.42"	"4.71"	"8.82"	"0"	"CHEMBL833553"	"Inhibition of cyclin dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1143606"	"1"	"Scientific Literature"	"J. Med. Chem."	"2005"	"None"	""
"CHEMBL115498"	""	"0"	"245.29"	"0"	"1.67"	"27"	"Nc1nc(OCC2CC=CCC2)c2[nH]cnc2n1"	"IC50"	"'='"	"13000.0"	"nM"	"4.89"	""	""	"UO_0000065"	"19.92"	"0.37"	"3.22"	"5.45"	"0"	"CHEMBL663352"	"Inhibition of human Cyclin-dependent kinase 2-cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1135525"	"1"	"Scientific Literature"	"J. Med. Chem."	"2002"	"None"	""
"CHEMBL382416"	""	"0"	"284.32"	"0"	"1.83"	"2"	"CC(=O)N1Cc2n[nH]c(NC(=O)c3ccc(C)cc3)c2C1"	"IC50"	"'='"	"1080.0"	"nM"	"5.97"	""	""	"UO_0000065"	"20.99"	"0.39"	"4.14"	"7.64"	"0"	"CHEMBL867068"	"Inhibitory activity against CDK2/Cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1148615"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2006"	"None"	""
"CHEMBL1643204"	""	"0"	"296.17"	"0"	"1.54"	"4"	"Nc1cc(C2CCCNC2)nc2c(Br)cnn12"	"IC50"	"'='"	"86.0"	"nM"	"7.07"	""	""	"UO_0000065"	"23.86"	"0.57"	"5.53"	"10.35"	"1"	"CHEMBL1647913"	"Inhibition of CDK2/cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1641420"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2011"	"None"	""
"CHEMBL1923095"	""	"0"	"373.39"	"0"	"0.23"	"3h"	"N#Cc1c(-c2cccs2)n([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)c2ncnc(N)c12"	"IC50"	"'='"	"4600.0"	"nM"	"5.34"	""	""	"UO_0000065"	"14.29"	"0.28"	"5.11"	"3.55"	"0"	"CHEMBL1925859"	"Inhibition of CDK2/Cyclin A2 in human HeLa cell extracts using histone H1 as substrate preincubated for 30 mins before substrate addition measured after 15 mins by autoradiography"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"HeLa"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1921796"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2011"	"CHEMBL3308376"	""
"CHEMBL603243"	""	"0"	"362.48"	"0"	"1.86"	"35"	"CCCNC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C"	"IC50"	"'='"	"11.0"	"nM"	"7.96"	""	""	"UO_0000065"	"21.96"	"0.42"	"6.10"	"8.52"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL1230607"	"PHA-793887"	"1"	"361.49"	"0"	"2.31"	"31"	"CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C"	"IC50"	"'='"	"8.0"	"nM"	"8.10"	""	""	"UO_0000065"	"22.40"	"0.43"	"5.79"	"9.96"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL599657"	""	"0"	"428.47"	"0"	"2.14"	"15"	"CC(=O)N1CCN(C(=O)N2Cc3c(NC(=O)c4ccc(F)cc4)n[nH]c3C2(C)C)CC1"	"IC50"	"'='"	"540.0"	"nM"	"6.27"	""	""	"UO_0000065"	"14.63"	"0.28"	"4.13"	"6.17"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL604712"	""	"0"	"376.41"	"0"	"3.56"	"1"	"CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C"	"IC50"	"'='"	"60.0"	"nM"	"7.22"	""	""	"UO_0000065"	"19.19"	"0.37"	"3.66"	"9.25"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL206400"	""	"0"	"944.15"	"3"	"-3.61"	"3"	"CC(C)C[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O"	"IC50"	"'='"	"10.0"	"nM"	"8.00"	""	""	"UO_0000065"	"8.47"	"0.16"	"11.61"	"1.96"	"0"	"CHEMBL866584"	"Inhibition of CDK2/CyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1146059"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2006"	"None"	""
"CHEMBL203101"	""	"0"	"600.83"	"2"	"6.73"	"29"	"CC(C)C[C@H](NC(=O)[C@@H]1CCC[C@H]1C(=O)c1ccc(CNc2nccs2)cc1)C(=O)N[C@@H]1CCCC[C@H]1c1ccccc1"	"IC50"	"'='"	"40.0"	"nM"	"7.40"	""	""	"UO_0000065"	"12.31"	"0.23"	"0.67"	"7.38"	"0"	"CHEMBL866584"	"Inhibition of CDK2/CyclinA"	"B"	"BAO_0000223"	"protein complex format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1146059"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2006"	"None"	""
"CHEMBL46429"	""	"0"	"342.38"	"0"	"3.60"	"Ia"	"CNc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1"	"Ki"	"'='"	"3.0"	"nM"	"8.52"	""	""	"UO_0000065"	"24.89"	"0.48"	"4.92"	"8.05"	"0"	"CHEMBL2350829"	"Inhibition of human recombinant His6 tagged CDK2/Cyclin A expressed in Sf21 insect cells after 40 mins by scintillation counting analysis"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2346630"	"1"	"Scientific Literature"	"J. Med. Chem."	"2013"	"None"	""
"CHEMBL176857"	"GW442130X"	"0"	"502.16"	"2"	"5.48"	"1"	"COc1ccccc1-c1cc(/C=C2\C(=O)Nc3ncc(Br)cc32)cc(Br)c1O"	"IC50"	"'='"	"10400.0"	"nM"	"4.98"	""	""	"UO_0000065"	"9.92"	"0.24"	"-0.50"	"6.97"	"0"	"CHEMBL660703"	"Inhibition of Cyclin-dependent kinase 2 cyclin A"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1147447"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2004"	"None"	""
"CHEMBL597199"	""	"0"	"400.46"	"0"	"2.22"	"13"	"CN1CCN(C(=O)N2Cc3c(NC(=O)c4ccc(F)cc4)n[nH]c3C2(C)C)CC1"	"IC50"	"'='"	"46.0"	"nM"	"7.34"	""	""	"UO_0000065"	"18.32"	"0.35"	"5.12"	"8.68"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL599237"	""	"0"	"399.47"	"0"	"2.72"	"9"	"CN1CCC(C(=O)N2Cc3c(NC(=O)c4ccc(F)cc4)n[nH]c3C2(C)C)CC1"	"IC50"	"'='"	"23.0"	"nM"	"7.64"	""	""	"UO_0000065"	"19.12"	"0.36"	"4.92"	"9.39"	"0"	"CHEMBL1074419"	"Inhibition of human CDK2/cyclin A expressed in Escherichia coli BL21 by scintillation proximity assay"	"B"	"BAO_0000019"	"assay format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1157586"	"1"	"Scientific Literature"	"Bioorg. Med. Chem."	"2010"	"None"	""
"CHEMBL2296273"	""	"0"	"288.31"	"0"	"2.02"	"27"	"CCOc1nc(Nc2ccc(OC)cc2)nc(N)c1C=O"	"IC50"	"'='"	"1900.0"	"nM"	"5.72"	""	""	"UO_0000065"	"19.84"	"0.37"	"3.70"	"5.76"	"0"	"CHEMBL3075793"	"Inhibition of CDK2/cyclinA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045022"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
"CHEMBL2296296"	""	"0"	"426.52"	"0"	"4.64"	"6"	"CCN(CC)C(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1"	"IC50"	"'='"	"200.0"	"nM"	"6.70"	""	""	"UO_0000065"	"15.71"	"0.30"	"2.06"	"5.46"	"0"	"CHEMBL3075793"	"Inhibition of CDK2/cyclinA (unknown origin)"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL3045022"	"1"	"Scientific Literature"	"Med Chem Res"	"2013"	"None"	""
"CHEMBL2314446"	""	"0"	"356.43"	"0"	"2.37"	"4n"	"CC(C)[C@@H](CO)Nc1nc(Nc2cncnc2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"110.0"	"nM"	"6.96"	""	""	"UO_0000065"	"19.52"	"0.37"	"4.59"	"6.12"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL2314473"	""	"0"	"341.42"	"0"	"2.73"	"3e"	"CC[C@H](CO)Nc1nc(Nc2cccnc2)c2ncn(C(C)C)c2n1"	"IC50"	"'='"	"50.0"	"nM"	"7.30"	""	""	"UO_0000065"	"21.38"	"0.40"	"4.57"	"7.24"	"0"	"CHEMBL2320637"	"Inhibition of recombinant human CDK2/cyclin A after 30 mins by scintillation counting"	"B"	"BAO_0000223"	"protein complex format"	"Homo sapiens"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL2311464"	"1"	"Scientific Literature"	"Bioorg. Med. Chem. Lett."	"2013"	"None"	""
"CHEMBL1910270"	""	"0"	"341.36"	"0"	"0.87"	"4c"	"N#Cc1cc2c(N)ncnc2nc1Nc1ccc(S(N)(=O)=O)cc1"	"IC50"	"'='"	"300.0"	"nM"	"6.52"	""	""	"UO_0000065"	"19.11"	"0.37"	"5.65"	"4.06"	"0"	"CHEMBL1912179"	"Inhibition of CDK2/cyclin A expressed in baculovirus infected insect Sf21 cells using [gamma-P32]ATP and histone H1 as substrate after 10 mins by radiometric assay"	"B"	"BAO_0000219"	"cell-based format"	"None"	"None"	"None"	"Sf21"	"None"	""	""	""	"CHEMBL2094128"	"Cyclin-dependent kinase 2/cyclin A"	"Homo sapiens"	"PROTEIN COMPLEX"	"CHEMBL1909587"	"1"	"Scientific Literature"	"Eur. J. Med. Chem."	"2011"	"CHEMBL4106362"	""
